name,dni,phone,address_id,is_subscribed
Cliente 68,53779528,0251-5844-3085,48,0
Cliente 69,33357554,0278-5930-7653,49,1
Cliente 70,48508907,0226-8043-6279,50,0
Cliente 71,38682516,0265-8752-3780,51,1
Cliente 73,40150759,0225-3414-1400,52,1
Cliente 74,92043803,0298-2193-8461,53,1
Cliente 75,76354180,0251-4997-3417,54,1
Cliente 79,73709724,0257-5246-5050,55,0
Cliente 80,75041510,0280-4919-5499,56,1
Cliente 81,41473195,0234-6502-6238,57,1
Cliente 82,30244148,0229-7275-3503,58,1
Cliente 83,65682626,0252-6421-9890,59,0
Cliente 84,37760841,0253-7381-1320,60,0
Cliente 85,10791358,0245-5892-7389,61,0
Cliente 86,75529051,0228-5471-8140,62,1
Cliente 88,93517915,0268-1441-7455,63,1
Cliente 89,96268397,0254-3223-8564,64,1
Cliente 90,60882459,0241-4467-8449,65,0
Cliente 91,47346970,0296-7906-5133,66,1
Cliente 92,12601580,0295-9837-1853,67,1
Cliente 94,42016960,0216-8758-2874,68,1
Cliente 95,44392446,0298-7043-3749,69,1
Cliente 96,51746937,0213-1420-6111,70,0
Cliente 97,36619372,0209-4978-2669,71,0
Cliente 98,85958181,0205-6688-9728,72,0
Cliente 99,77908907,0282-6590-1207,73,0
Cliente 100,24165187,0255-6934-8532,74,1
Cliente 101,33640702,0293-9548-5425,75,0
Cliente 102,68461818,0293-5397-6280,76,1
Cliente 103,47437115,0257-4995-8613,77,0
Cliente 104,13852048,0263-6325-3979,78,1
Cliente 105,44675473,0243-5581-5526,79,1
Cliente 106,35643159,0210-4954-7658,80,1
Cliente 107,96691619,0291-9041-8342,81,1
Cliente 108,49491631,0228-7625-4986,82,0
Cliente 109,84285882,0267-6632-7971,83,0
Cliente 110,70900658,0234-6023-5118,84,1
Cliente 111,52352128,0215-9779-4033,85,1
Cliente 113,40532273,0246-3939-5952,86,1
Cliente 115,11646234,0273-5658-8690,87,0
Cliente 116,34744872,0206-5136-8827,88,1
Cliente 118,43311626,0215-7818-4697,89,0
Cliente 119,69421007,0238-8025-6003,90,1
Cliente 120,37888820,0280-4457-5335,91,1
Cliente 121,42194159,0222-2229-3564,92,0
Cliente 123,70939053,0209-4824-5334,93,1
Cliente 124,25405014,0269-4683-3441,94,1
Cliente 125,18004482,0221-6039-5728,95,1
Cliente 127,20796722,0276-1653-8078,96,0
Cliente 128,13471527,0211-4750-1339,97,0
Cliente 129,33513701,0260-9502-8245,98,1
Cliente 130,95199362,0262-2494-8700,99,0
Cliente 131,53091709,0285-2713-3634,100,0
Cliente 133,43876400,0241-2899-7622,101,1
Cliente 134,65465150,0206-4073-9494,102,0
Cliente 136,75056916,0215-1472-4920,103,1
Cliente 137,83932360,0201-7684-2527,104,1
Cliente 138,25766039,0282-3522-9165,105,0
Cliente 140,61484043,0224-9327-3236,106,1
Cliente 141,65692629,0243-9318-5377,107,1
Cliente 143,54619335,0270-9903-7180,108,0
Cliente 144,42051937,0273-7274-4826,109,0
Cliente 147,23383077,0267-8486-1251,110,1
Cliente 148,97883261,0219-2225-8692,111,0
Cliente 149,93652460,0288-7512-2315,112,0
Cliente 150,52501540,0280-8994-9864,113,1
Cliente 151,94712997,0287-5708-4727,114,1
Cliente 152,23212812,0297-2646-8269,115,0
Cliente 156,71894493,0281-5161-8529,116,1
Cliente 157,48605268,0286-9955-3588,117,0
Cliente 158,88862539,0238-7951-5097,118,0
Cliente 159,61632653,0261-2747-4886,119,0
Cliente 160,49625201,0202-7484-5497,120,1
Cliente 163,69166287,0204-6977-3153,121,0
Cliente 164,65767881,0222-4289-3165,122,0
Cliente 165,77349752,0234-3695-5210,123,0
Cliente 170,95282470,0259-5951-7689,124,1
Cliente 172,62163160,0258-7078-9850,125,1
Cliente 175,59302863,0269-6876-1992,126,0
Cliente 177,54762841,0231-3063-4362,127,1
Cliente 178,41272553,0242-3417-1046,128,1
Cliente 180,11994519,0245-4898-6304,129,1
Cliente 181,17032877,0216-7897-9619,130,1
Cliente 182,70166480,0299-6931-9408,131,1
Cliente 185,69533928,0209-2323-6277,132,1
Cliente 186,26937148,0235-9984-6327,133,0
Cliente 187,77853916,0277-8048-2624,134,1
Cliente 189,65833185,0293-2557-6120,135,0
Cliente 190,60237832,0219-8770-2099,136,1
Cliente 191,67965485,0212-7105-3131,137,1
Cliente 192,99927658,0215-7730-6793,138,0
Cliente 193,48604965,0276-6119-6761,139,1
Cliente 196,13886030,0223-5477-6062,140,0
Cliente 197,34347841,0218-7566-2140,141,1
Cliente 199,59667685,0239-6314-2391,142,1
Cliente 201,91480362,0256-7785-5475,143,1
Cliente 202,67702031,0214-5640-8972,144,0
Cliente 203,39597483,0250-1897-1125,145,0
Cliente 204,28419343,0297-5186-5742,146,1
Cliente 205,76757928,0295-8055-3878,147,0
Cliente 206,77144075,0271-6802-2180,148,1
Cliente 208,95918360,0253-5743-2887,149,1
Cliente 212,78444607,0224-6724-6752,150,1
Cliente 213,23798190,0218-5193-4232,151,1
Cliente 214,33776150,0298-9095-8601,152,0
Cliente 215,94183695,0240-3473-8205,153,0
Cliente 216,94743076,0238-5500-1920,154,1
Cliente 218,96525668,0211-9307-7299,155,1
Cliente 219,86726461,0283-4084-6267,156,0
Cliente 220,30248230,0207-8381-2695,157,0
Cliente 221,77719420,0282-3827-1641,158,0
Cliente 222,80339290,0266-3600-6962,159,0
Cliente 223,64864099,0299-6543-1857,160,0
Cliente 225,20939011,0274-3317-6731,161,0
Cliente 226,89865081,0290-2388-6072,162,0
Cliente 227,27152188,0285-9624-2531,163,0
Cliente 228,58563745,0202-6940-6060,164,1
Cliente 229,75266178,0224-4711-3253,165,1
Cliente 230,23574883,0264-9843-9626,166,0
Cliente 231,90161060,0248-3527-3658,167,1
Cliente 235,77498993,0267-7859-3655,168,1
Cliente 236,43554863,0206-8873-7081,169,1
Cliente 237,26733967,0236-2374-3626,170,0
Cliente 238,29776801,0255-2502-4637,171,0
Cliente 240,61830338,0210-7142-4678,172,0
Cliente 243,12550658,0232-4533-3449,173,0
Cliente 244,48668339,0230-5934-2996,174,1
Cliente 245,95758649,0279-8489-2029,175,0
Cliente 246,94819556,0265-4963-3352,176,0
Cliente 247,92518345,0245-4941-7825,177,1
Cliente 249,73100462,0205-7338-7116,178,1
Cliente 250,19067690,0244-4950-2698,179,0
Cliente 251,15950635,0245-9945-6546,180,1
Cliente 252,74227366,0280-3986-3209,181,0
Cliente 254,79173614,0250-9897-8756,182,1
Cliente 258,20593403,0255-3956-9937,183,0
Cliente 259,20746667,0241-5843-6021,184,0
Cliente 261,46850196,0281-1939-2229,185,0
Cliente 262,78865239,0295-3621-1510,186,0
Cliente 263,26942307,0208-4866-7001,187,0
Cliente 264,91214453,0219-8371-7077,188,0
Cliente 266,43502308,0214-1424-4048,189,0
Cliente 267,45135070,0299-5264-8311,190,0
Cliente 268,36867482,0215-3223-2213,191,1
Cliente 270,50259503,0220-3852-6922,192,1
Cliente 271,36975128,0217-4878-9094,193,0
Cliente 272,72734149,0270-3126-2412,194,0
Cliente 273,74245343,0267-7730-7708,195,1
Cliente 274,52550733,0282-2215-8372,196,0
Cliente 276,79538491,0219-5982-3697,197,0
Cliente 277,56442431,0266-5653-2292,198,1
Cliente 278,26800072,0280-5961-9740,199,1
Cliente 280,16101779,0282-5336-4453,200,0
Cliente 282,42866956,0287-7653-5873,201,1
Cliente 283,31217198,0256-7809-8933,202,1
Cliente 285,27551135,0297-7070-9437,203,1
Cliente 286,42445506,0259-3007-5382,204,1
Cliente 287,22993840,0206-5754-7293,205,0
Cliente 288,31434525,0241-6123-4110,206,1
Cliente 289,79085198,0259-9171-6055,207,1
Cliente 290,62780072,0264-8491-4944,208,0
Cliente 291,16783418,0236-9108-8710,209,1
Cliente 293,16072331,0251-1838-4189,210,0
Cliente 295,22976369,0250-7114-6555,211,0
Cliente 297,15222944,0217-6456-8761,212,0
Cliente 298,91370909,0265-3290-6373,213,0
Cliente 301,88343175,0239-1436-8775,214,1
Cliente 303,42507072,0204-2800-4125,215,0
Cliente 304,66207740,0219-7765-4340,216,0
Cliente 305,28533117,0266-4397-6325,217,0
Cliente 306,60576565,0240-3837-8531,218,0
Cliente 309,75632882,0240-8861-6714,219,0
Cliente 312,74300930,0227-4310-9824,220,0
Cliente 313,24660143,0278-4920-4972,221,1
Cliente 315,28450513,0200-3587-7666,222,0
Cliente 316,97313825,0225-5706-6262,223,1
Cliente 317,97550053,0273-4804-9767,224,1
Cliente 318,66087572,0222-1595-7504,225,0
Cliente 319,48851599,0204-1151-5888,226,1
Cliente 320,48193218,0258-9901-9590,227,1
Cliente 321,72816684,0234-4159-2845,228,1
Cliente 323,86206305,0286-4164-3875,229,0
Cliente 324,79159799,0241-2421-7567,230,1
Cliente 325,28872606,0261-6301-5064,231,0
Cliente 326,41611127,0257-5374-6400,232,1
Cliente 327,97735896,0246-4871-2017,233,1
Cliente 328,51178850,0220-7642-9233,234,0
Cliente 329,95726382,0237-7021-4618,235,1
Cliente 330,30560218,0258-7121-7813,236,0
Cliente 331,43214247,0287-2341-9609,237,0
Cliente 332,85721444,0214-2011-9972,238,1
Cliente 336,63143336,0232-1049-4570,239,1
Cliente 337,66867700,0244-2044-9866,240,1
Cliente 339,60259293,0248-8348-7184,241,1
Cliente 341,27092236,0293-4648-1056,242,1
Cliente 342,72143331,0286-9920-7948,243,0
Cliente 344,14324134,0284-7868-1256,244,1
Cliente 345,23542127,0276-1550-8314,245,1
Cliente 346,15937353,0251-8191-4839,246,1
Cliente 348,41796721,0238-3347-9540,247,0
Cliente 349,46930534,0207-3869-7999,248,0
Cliente 350,56226575,0282-7244-9592,249,0
Cliente 351,30027648,0238-7167-4012,250,0
Cliente 352,40245233,0238-3365-8586,251,0
Cliente 353,84797762,0267-3196-7363,252,0
Cliente 355,81891784,0292-4120-1844,253,0
Cliente 357,12058055,0227-4113-2922,254,0
Cliente 358,91121400,0290-4350-7498,255,0
Cliente 360,78829070,0263-8635-2615,256,0
Cliente 361,37263310,0247-6126-7781,257,1
Cliente 362,12176998,0233-7841-5836,258,1
Cliente 363,40872577,0248-5026-9180,259,0
Cliente 365,28784915,0292-9954-9000,260,1
Cliente 366,14539747,0209-1794-1104,261,1
Cliente 367,19122502,0290-3474-1149,262,0
Cliente 368,18113477,0279-8916-8993,263,1
Cliente 370,77406294,0289-8054-3937,264,1
Cliente 372,63270536,0210-7112-7652,265,1
Cliente 375,21097943,0263-8109-6427,266,1
Cliente 376,15711200,0229-4463-8790,267,1
Cliente 378,37804291,0275-3362-7525,268,0
Cliente 379,85693188,0230-7375-9856,269,0
Cliente 380,20526386,0264-6666-1879,270,0
Cliente 381,20202996,0243-7499-6347,271,0
Cliente 382,75847681,0229-6829-7150,272,1
Cliente 383,21501669,0298-5839-5037,273,1
Cliente 384,45966597,0219-7225-3527,274,0
Cliente 385,58412365,0213-2499-1085,275,0
Cliente 386,46207439,0213-3170-2430,276,0
Cliente 387,84757265,0271-9395-7685,277,1
Cliente 388,57501571,0270-2524-6315,278,0
Cliente 389,49171088,0252-7353-2387,279,1
Cliente 391,46024950,0263-3390-2036,280,0
Cliente 394,10908300,0250-6443-7224,281,0
Cliente 396,52168966,0222-7524-6228,282,0
Cliente 397,53739710,0248-5592-7437,283,1
Cliente 398,89487366,0269-3947-1440,284,0
Cliente 399,68848427,0237-2133-7703,285,0
Cliente 401,60598851,0209-8357-8851,286,0
Cliente 402,66143368,0269-1602-6890,287,1
Cliente 403,43316996,0284-6816-3725,288,1
Cliente 404,54506155,0255-2735-1172,289,0
Cliente 407,24032377,0237-7815-2406,290,1
Cliente 408,51861213,0243-8460-4389,291,0
Cliente 410,15997257,0290-2885-1370,292,0
Cliente 411,32059232,0294-4996-9454,293,1
Cliente 412,85141654,0254-8570-4798,294,0
Cliente 413,35016429,0281-8080-7481,295,1
Cliente 415,47358810,0296-2025-2667,296,1
Cliente 417,95779702,0240-7367-7431,297,1
Cliente 418,57242616,0258-3826-5873,298,1
Cliente 419,52035079,0215-4908-6003,299,1
Cliente 420,28972822,0265-7364-7852,300,1
Cliente 421,66779304,0223-8973-9804,301,1
Cliente 423,58189421,0201-8939-3236,302,0
Cliente 429,14325890,0257-5305-6711,303,1
Cliente 430,25755285,0299-4882-4438,304,0
Cliente 431,32277675,0278-3281-4385,305,1
Cliente 432,86514083,0244-9720-5605,306,1
Cliente 433,49276764,0237-5380-9428,307,1
Cliente 434,65243509,0207-5543-3078,308,1
Cliente 435,29628462,0291-6277-5055,309,0
Cliente 436,29081953,0273-5402-7786,310,0
Cliente 437,95044078,0298-2525-7600,311,0
Cliente 438,71028216,0262-6362-1040,312,1
Cliente 439,95206855,0285-6869-2037,313,0
Cliente 440,67665720,0227-9105-5399,314,0
Cliente 441,83458776,0273-3139-8951,315,0
Cliente 444,31337593,0235-2529-6905,316,1
Cliente 447,20460758,0216-4705-9510,317,0
Cliente 448,11082139,0289-6629-2975,318,0
Cliente 451,19182050,0267-1138-3688,319,0
Cliente 452,94299475,0295-3480-7745,320,0
Cliente 453,21635070,0212-3293-3017,321,0
Cliente 454,67631581,0240-3290-5059,322,1
Cliente 455,84275638,0276-5668-1439,323,0
Cliente 456,79491111,0277-9348-4090,324,0
Cliente 457,96727439,0206-4921-9108,325,1
Cliente 458,77052833,0281-2163-9655,326,0
Cliente 459,27714442,0249-7895-6986,327,1
Cliente 460,19796799,0202-2106-1225,328,1
Cliente 461,18115992,0250-9300-5693,329,0
Cliente 462,63992760,0210-9791-9808,330,1
Cliente 463,21220209,0239-2294-9377,331,1
Cliente 464,62443094,0275-2083-6081,332,0
Cliente 466,51512209,0285-3877-2956,333,1
Cliente 467,31989243,0263-6680-9568,334,0
Cliente 468,59911470,0216-5403-2934,335,1
Cliente 469,67622968,0234-9582-2046,336,1
Cliente 470,71095611,0265-6900-1908,337,1
Cliente 474,52940967,0234-2276-7108,338,1
Cliente 475,39955391,0266-1752-7568,339,0
Cliente 476,51701149,0241-2415-8483,340,0
Cliente 479,13209180,0229-9872-6675,341,1
Cliente 480,10196231,0297-7164-6038,342,1
Cliente 481,41966313,0253-9061-1981,343,0
Cliente 482,15892193,0229-9515-7767,344,0
Cliente 483,21395409,0274-2565-9280,345,0
Cliente 487,30858851,0213-3693-8365,346,0
Cliente 488,26205010,0268-6870-4401,347,0
Cliente 490,38859601,0241-3430-2494,348,1
Cliente 492,64276605,0257-5093-2551,349,1
Cliente 493,26301180,0201-2010-4641,350,1
Cliente 494,59961172,0287-2376-5240,351,1
Cliente 495,18653290,0225-8265-3110,352,0
Cliente 499,96876236,0237-9173-7750,353,0
Cliente 500,21773787,0235-7275-3248,354,1
Cliente 501,43440045,0280-9907-1319,355,0
Cliente 503,34134478,0203-6224-4588,356,0
Cliente 504,73308406,0267-6856-4813,357,1
Cliente 505,98162850,0230-5366-9743,358,1
Cliente 507,58155056,0275-1462-6761,359,1
Cliente 509,17538738,0229-4584-1326,360,0
Cliente 510,54524582,0278-4300-3137,361,1
Cliente 514,97131500,0240-3854-6846,362,1
Cliente 515,51181116,0293-5825-3086,363,1
Cliente 521,60829941,0244-9946-7149,364,0
Cliente 523,45047967,0213-2215-6600,365,0
Cliente 525,67891237,0283-3703-8113,366,1
Cliente 526,54438762,0226-4112-7705,367,0
Cliente 529,36799898,0212-1421-4390,368,0
Cliente 530,73561576,0214-6052-7512,369,0
Cliente 532,59580252,0223-8303-1731,370,0
Cliente 533,45353058,0228-5400-2009,371,1
Cliente 534,99676390,0244-9871-7782,372,1
Cliente 535,61956500,0266-7858-9773,373,0
Cliente 537,86667841,0266-3415-2970,374,0
Cliente 538,32436477,0227-4157-3067,375,0
Cliente 540,62089786,0271-7510-6343,376,0
Cliente 544,15028557,0222-5512-7602,377,0
Cliente 547,23182514,0229-3201-5923,378,0
Cliente 548,46160937,0293-7828-2462,379,0
Cliente 549,64649480,0294-8937-9462,380,0
Cliente 550,79158328,0220-2075-6097,381,0
Cliente 551,80368504,0272-1474-3846,382,1
Cliente 552,43486016,0204-8478-1828,383,1
Cliente 553,59439358,0259-9275-7503,384,1
Cliente 554,42472381,0247-9008-8308,385,0
Cliente 556,16664050,0220-4511-4626,386,1
Cliente 561,10986174,0265-7131-5631,387,1
Cliente 562,18568064,0243-5529-6327,388,0
Cliente 564,90535106,0251-6236-3292,389,1
Cliente 566,56059101,0292-4643-9759,390,0
Cliente 567,78090647,0238-3785-3967,391,1
Cliente 568,27172371,0294-5237-3999,392,0
Cliente 569,39830361,0245-4659-6031,393,0
Cliente 570,44971668,0274-5817-8598,394,1
Cliente 571,17204398,0281-2166-8736,395,1
Cliente 572,81113720,0238-7768-1885,396,1
Cliente 573,36883353,0243-7704-8496,397,0
Cliente 574,20846331,0262-6449-3897,398,1
Cliente 576,21816709,0216-8105-8035,399,0
Cliente 577,61447859,0200-1618-9745,400,0
Cliente 578,53246714,0296-9700-4122,401,1
Cliente 579,40368869,0288-6641-6113,402,1
Cliente 581,49034245,0258-9524-9587,403,0
Cliente 582,56000822,0262-6885-4087,404,0
Cliente 583,40657783,0228-3149-4460,405,1
Cliente 585,89715138,0206-2771-1323,406,1
Cliente 586,69634854,0248-3024-9966,407,0
Cliente 587,37581060,0288-1152-5933,408,1
Cliente 588,46235719,0279-3247-7862,409,1
Cliente 589,92906016,0215-5631-2867,410,1
Cliente 590,36661903,0277-4272-5308,411,1
Cliente 593,87061479,0285-9095-3443,412,1
Cliente 594,44345256,0282-4787-8483,413,0
Cliente 595,16721650,0212-3862-1646,414,0
Cliente 596,51970837,0254-2898-2556,415,1
Cliente 597,28574987,0284-3793-6384,416,0
Cliente 598,22475714,0247-6615-3996,417,0
Cliente 599,71275585,0234-7319-8835,418,0
Cliente 600,25174194,0216-1960-3611,419,0
Cliente 603,69148126,0205-2037-5286,420,0
Cliente 605,98813650,0293-5072-8895,421,0
Cliente 607,72986894,0263-3709-2226,422,0
Cliente 608,42331952,0242-5557-1824,423,1
Cliente 610,76901651,0257-6178-2944,424,1
Cliente 611,64148754,0252-1587-9996,425,1
Cliente 612,78227936,0271-4389-8474,426,0
Cliente 615,83509785,0266-7125-2741,427,1
Cliente 617,26206227,0250-4532-8488,428,1
Cliente 620,16519170,0270-8091-8912,429,1
Cliente 622,91737749,0288-5067-5482,430,0
Cliente 624,84300459,0280-4560-4291,431,0
Cliente 627,11714029,0266-2744-1414,432,1
Cliente 628,99959993,0207-4275-5374,433,1
Cliente 630,70746206,0213-4675-7371,434,0
Cliente 634,33326387,0294-9418-2955,435,1
Cliente 635,47461811,0271-5329-3131,436,0
Cliente 637,93935292,0278-5934-9037,437,0
Cliente 638,52662313,0267-4603-4012,438,1
Cliente 639,31390345,0253-9897-9798,439,1
Cliente 640,39688703,0227-6437-6424,440,0
Cliente 641,92984217,0267-8780-1144,441,0
Cliente 643,25216804,0249-5203-9851,442,0
Cliente 644,79372824,0298-7143-9426,443,0
Cliente 646,32467350,0298-9814-9736,444,1
Cliente 647,99970857,0280-4492-7950,445,1
Cliente 650,33889703,0232-2154-4729,446,0
Cliente 652,25878730,0268-1096-2036,447,1
Cliente 653,58009699,0264-2738-5748,448,0
Cliente 654,47784631,0297-8170-7249,449,1
Cliente 655,30981381,0268-4602-3234,450,0
Cliente 656,95100169,0218-5883-7113,451,1
Cliente 658,38192821,0295-6633-4469,452,1
Cliente 660,83665549,0259-2198-5762,453,1
Cliente 661,23180503,0225-8982-6420,454,1
Cliente 662,23427820,0236-2143-4170,455,0
Cliente 663,54069864,0278-6008-3496,456,0
Cliente 666,69774935,0245-6004-8978,457,1
Cliente 667,96644469,0277-2343-5597,458,1
Cliente 668,45330756,0293-2252-2235,459,1
Cliente 669,89193333,0227-1600-5269,460,0
Cliente 671,78506338,0211-7500-6961,461,1
Cliente 673,34044459,0272-3395-8921,462,1
Cliente 674,75450221,0229-2029-5331,463,1
Cliente 675,99736040,0226-9485-6918,464,0
Cliente 676,16232730,0205-6309-2691,465,0
Cliente 677,87662596,0269-3848-7171,466,0
Cliente 678,88876916,0283-2275-9465,467,0
Cliente 679,79306247,0251-6781-6653,468,0
Cliente 681,96366021,0235-4465-3461,469,1
Cliente 682,90801793,0291-2938-4773,470,0
Cliente 684,13012656,0231-1706-3095,471,1
Cliente 687,39070676,0257-8723-8891,472,1
Cliente 688,90643207,0218-3979-9369,473,1
Cliente 689,70863732,0276-2127-4765,474,0
Cliente 690,24572034,0202-4315-9564,475,0
Cliente 692,25772785,0211-8901-3135,476,1
Cliente 694,74709513,0298-7246-6742,477,1
Cliente 695,27969486,0232-8817-4809,478,1
Cliente 697,87576121,0266-2930-9515,479,0
Cliente 698,52399610,0252-6935-2746,480,0
Cliente 699,45071480,0268-7939-6990,481,0
Cliente 700,37339300,0252-8904-3928,482,0
Cliente 701,51158280,0273-6641-7522,483,1
Cliente 704,29505652,0260-8133-2444,484,0
Cliente 706,33524492,0281-9099-8192,485,1
Cliente 707,48387144,0224-1550-9364,486,1
Cliente 709,63611082,0245-7474-7642,487,1
Cliente 710,12062459,0294-2124-2477,488,0
Cliente 712,45045256,0222-7670-9294,489,1
Cliente 714,60610858,0272-8923-4985,490,0
Cliente 715,71836850,0275-1448-8896,491,0
Cliente 716,61361533,0281-4610-4767,492,0
Cliente 717,57391778,0266-9776-1159,493,0
Cliente 718,48559355,0211-7536-6603,494,1
Cliente 719,52127291,0245-4580-5408,495,1
Cliente 720,36798789,0230-4965-5348,496,1
Cliente 721,43513553,0279-6833-3555,497,1
Cliente 722,20534423,0286-9071-1108,498,1
Cliente 723,59821155,0279-6167-9066,499,0
Cliente 724,34544645,0297-9374-5591,500,1
Cliente 725,17267644,0267-7933-8836,501,1
Cliente 727,11129926,0201-4452-7216,502,1
Cliente 728,58533442,0278-5254-4066,503,0
Cliente 729,46159360,0260-6621-6995,504,0
Cliente 732,41649234,0271-8081-7240,505,1
Cliente 736,94538675,0212-8370-6483,506,0
Cliente 737,85208908,0271-5222-6638,507,0
Cliente 739,53632879,0286-9363-8987,508,0
Cliente 740,61146483,0278-5694-8598,509,1
Cliente 741,95977279,0243-7911-7631,510,1
Cliente 743,91253395,0282-7479-5444,511,0
Cliente 744,70436720,0252-3741-4012,512,1
Cliente 745,41491128,0284-5122-2311,513,1
Cliente 747,63286118,0267-2363-2702,514,1
Cliente 748,97890153,0249-6068-4757,515,0
Cliente 749,94084814,0216-3150-9630,516,1
Cliente 750,14718421,0284-6846-6328,517,0
Cliente 751,82555977,0234-9987-8288,518,1
Cliente 752,94697764,0295-8126-9576,519,0
Cliente 753,74646194,0269-4721-2467,520,0
Cliente 754,65325058,0233-3551-5973,521,1
Cliente 755,28293937,0244-5698-8687,522,1
Cliente 756,74030858,0238-1149-8052,523,0
Cliente 757,10968781,0270-7121-4089,524,0
Cliente 758,43540489,0220-7385-7199,525,0
Cliente 759,66672010,0280-4924-9464,526,0
Cliente 761,34482277,0217-5744-2808,527,0
Cliente 762,46525224,0289-9060-4076,528,1
Cliente 763,16661503,0268-1362-4046,529,0
Cliente 764,26782477,0291-8183-1134,530,1
Cliente 765,11976335,0263-4558-6601,531,0
Cliente 766,59848072,0259-1519-6410,532,1
Cliente 767,45769504,0299-7429-2169,533,0
Cliente 768,35795612,0232-7251-1206,534,1
Cliente 769,69453211,0231-1549-4263,535,1
Cliente 771,31288466,0280-1691-9534,536,0
Cliente 772,95700705,0238-4255-6905,537,1
Cliente 774,88476684,0215-7484-4982,538,1
Cliente 776,22267708,0287-6544-1983,539,0
Cliente 777,81988124,0213-3061-8992,540,0
Cliente 778,68883853,0293-4161-1349,541,0
Cliente 779,28083446,0232-1646-8951,542,0
Cliente 780,82844534,0289-9029-4109,543,1
Cliente 782,81288059,0219-8362-5844,544,0
Cliente 783,70945449,0200-9289-7210,545,1
Cliente 784,93179370,0246-4912-6254,546,1
Cliente 788,23254482,0204-7366-9026,547,0
Cliente 789,59171204,0228-2161-1214,548,0
Cliente 791,17824896,0278-5355-9667,549,1
Cliente 793,35428946,0224-9621-5075,550,1
Cliente 794,24161873,0298-6864-8515,551,0
Cliente 797,91659860,0230-9939-4504,552,0
Cliente 798,70720566,0257-7505-1003,553,1
Cliente 799,89961933,0202-9480-3213,554,1
Cliente 800,39781129,0227-6159-1355,555,0
Cliente 801,84668420,0273-3534-2544,556,0
Cliente 802,30952341,0217-5341-7014,557,1
Cliente 804,53579429,0261-3832-8999,558,1
Cliente 806,56698401,0255-7824-2974,559,1
Cliente 807,95078886,0299-7266-1886,560,1
Cliente 809,16780654,0286-7436-8300,561,1
Cliente 810,67973424,0237-7460-3425,562,0
Cliente 813,85067462,0225-8993-7476,563,1
Cliente 814,43050557,0231-2173-5362,564,0
Cliente 818,36801295,0287-7124-3555,565,1
Cliente 820,50952251,0257-8719-1372,566,1
Cliente 821,37353754,0269-9573-5237,567,0
Cliente 827,71469875,0271-1352-1651,568,0
Cliente 828,75757673,0250-3572-1301,569,0
Cliente 829,93917080,0238-4869-9212,570,1
Cliente 831,98171888,0217-2438-7262,571,1
Cliente 833,82777382,0216-4387-3270,572,1
Cliente 834,51473062,0288-9582-3215,573,1
Cliente 835,52613620,0208-9732-2939,574,0
Cliente 836,13957187,0297-6221-7783,575,0
Cliente 837,95476210,0294-5485-3489,576,1
Cliente 839,40992534,0287-1427-6886,577,0
Cliente 840,77420864,0277-8680-7126,578,0
Cliente 842,12015179,0234-7767-4646,579,1
Cliente 843,18876667,0222-8197-9027,580,0
Cliente 844,43122766,0254-7633-1685,581,0
Cliente 845,62902012,0278-9784-9605,582,1
Cliente 847,82191574,0250-1643-7347,583,1
Cliente 848,49081432,0256-7521-5989,584,0
